PatientIDs,CTmax,CTmin,PTmax,PTmin,CTSizeX,CTSizeY,CTSizeZ,PTSizeX,PTSizeY,PTSizeZ,GTSizeX,GTSizeY,GTSizeZ,CTSpacingX,CTSpacingY,CTSpacingZ,PTSpacingX,PTSpacingY,PTSpacingZ,GTSpacingX,GTSpacingY,GTSpacingZ
CHUV-002,3070.8823,-3024.0,31.064302,0.0,256,256,299,256,256,299,256,256,299,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-003,1385.9957,-3024.0,22.235569,0.0,256,256,335,256,256,335,256,256,335,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-004,1510.9988,-3024.0,21.732628,0.0,256,256,335,256,256,335,256,256,335,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-005,1458.986,-3024.0,27.805946,0.0,256,256,335,256,256,335,256,256,335,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-006,3070.9482,-3024.0,50.89659,0.0,256,256,335,256,256,335,256,256,335,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-007,1396.0032,-3024.0,32.57499,0.0,256,256,299,256,256,299,256,256,299,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-008,1274.0216,-3024.0,17.975487,0.0,256,256,299,256,256,299,256,256,299,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-009,1364.96,-3024.0,21.452267,0.0,256,256,299,256,256,299,256,256,299,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-010,2453.9602,-3024.0,30.458261,0.0,256,256,335,256,256,335,256,256,335,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-012,903.00916,-3024.0,13.580669,0.0,128,128,67,128,128,67,128,128,67,3.90625,3.90625,4.25,3.90625,3.90625,4.25,3.90625,3.90625,4.25
CHUV-013,607.018,-3024.0,25.06237,0.0,128,128,67,128,128,67,128,128,67,3.90625,3.90625,4.25,3.90625,3.90625,4.25,3.90625,3.90625,4.25
CHUV-014,575.9183,-3024.0,20.134281,0.0,128,128,67,128,128,67,128,128,67,3.90625,3.90625,4.25,3.90625,3.90625,4.25,3.90625,3.90625,4.25
CHUV-015,1026.9312,-3024.0,12.822859,0.0,128,128,67,128,128,67,128,128,67,3.90625,3.90625,4.25,3.90625,3.90625,4.25,3.90625,3.90625,4.25
CHUV-016,833.00525,-3024.0,20.678003,0.0,128,128,67,128,128,67,128,128,67,3.90625,3.90625,4.25,3.90625,3.90625,4.25,3.90625,3.90625,4.25
CHUV-017,1459.3851,-3024.0,16.978573,0.0,256,256,119,256,256,119,256,256,119,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-018,2154.9116,-3024.0,18.088976,0.0,256,256,119,256,256,119,256,256,119,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-019,1307.057,-3024.0,22.037941,0.0,256,256,119,256,256,119,256,256,119,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-020,1421.9186,-3024.0,28.220665,0.0,256,256,119,256,256,119,256,256,119,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-021,1046.7261,-3024.0,8.869218,0.0,256,256,119,256,256,119,256,256,119,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-022,1366.003,-3024.0,21.942186,0.0,256,256,299,256,256,299,256,256,299,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-023,1558.022,-3024.0,24.234646,0.0,256,256,299,256,256,299,256,256,299,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-024,1803.2281,-3024.0,76.322395,0.0,256,256,299,256,256,299,256,256,299,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-025,1441.0029,-3024.0,45.35302,0.0,256,256,335,256,256,335,256,256,335,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-027,1472.0022,-3024.0,23.53742,0.0,256,256,335,256,256,335,256,256,335,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-028,1626.3119,-3024.0,18.99051,0.0,256,256,299,256,256,299,256,256,299,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-029,1222.8596,-3024.0,26.283598,0.0,256,256,299,256,256,299,256,256,299,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-032,2239.8938,-3024.0,21.392588,0.0,256,256,335,256,256,335,256,256,335,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-035,2420.014,-3024.0,82.421196,0.0,256,256,299,256,256,299,256,256,299,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-036,1579.1991,-3024.0,17.808607,0.0,256,256,119,256,256,119,256,256,119,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-038,1556.0079,-3024.0,20.762072,0.0,256,256,335,256,256,335,256,256,335,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-039,1714.8904,-3024.0,13.925438,0.0,256,256,119,256,256,119,256,256,119,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-040,3070.9756,-3024.0,20.10276,0.0,256,256,335,256,256,335,256,256,335,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-043,3071.0,-3024.0,20.61138,0.0,256,256,335,256,256,335,256,256,335,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-044,3071.0,-3024.0,14.4319935,0.0,256,256,335,256,256,335,256,256,335,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-045,3071.0,-3024.0,21.148386,0.0,256,256,335,256,256,335,256,256,335,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-046,1469.0011,-3024.0,61.296658,0.0,256,256,335,256,256,335,256,256,335,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-047,2276.7607,-3024.0,16.256727,0.0,256,256,335,256,256,335,256,256,335,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-048,1465.8356,-3024.0,28.92893,0.0,256,256,335,256,256,335,256,256,335,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-049,2287.0034,-3024.0,15.214892,0.0,256,256,335,256,256,335,256,256,335,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-050,3070.9414,-3024.0,17.719683,0.0,256,256,299,256,256,299,256,256,299,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-051,3071.0,-3024.0,27.063334,0.0,256,256,335,256,256,335,256,256,335,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-052,1662.127,-3024.0,23.600079,0.0,256,256,299,256,256,299,256,256,299,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-053,1443.227,-3024.0,76.51976,0.0,256,256,335,256,256,335,256,256,335,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
HGJ-007,1259.391,-3024.0,37.551037,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-008,1093.9727,-3024.0,71.21992,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-010,2296.7617,-3024.0,19.166822,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-013,1341.1505,-3024.0,12.4843235,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-015,1270.4579,-3024.0,26.372005,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-016,1140.1031,-3024.0,23.313225,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-017,1375.235,-3024.0,20.484348,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-018,1337.8376,-3024.0,19.595865,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-025,1100.0294,-3024.0,28.294554,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-026,1337.7095,-3024.0,12.762276,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-028,1663.2156,-3024.0,63.796368,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-029,1287.0969,-3024.0,21.186686,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-030,1372.9498,-3024.0,20.875416,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-031,786.0969,-3024.0,22.010178,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-032,1406.6866,-3024.0,18.130127,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-034,1455.6312,-3024.0,12.138444,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-036,877.7163,-3024.0,25.44489,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-037,1097.3928,-3024.0,57.995003,0.0,128,128,135,128,128,135,128,128,135,3.515625,3.515625,3.2702987,3.515625,3.515625,3.2702987,3.515625,3.515625,3.2702987
HGJ-038,929.7492,-3024.0,17.056267,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-043,1314.7694,-3024.0,23.603092,0.0,128,128,135,128,128,135,128,128,135,3.515625,3.515625,3.2702987,3.515625,3.515625,3.2702987,3.515625,3.515625,3.2702987
HGJ-046,1416.3022,-3024.0,38.072422,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-050,1101.1625,-3024.0,45.6452,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-053,1039.9579,-3024.0,46.253674,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-055,3070.931,-3024.0,57.750473,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-057,2802.307,-3024.0,19.95025,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-058,1036.9188,-3024.0,15.251751,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-062,935.2016,-3024.0,21.00024,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-065,2966.2046,-3024.0,49.941414,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-067,1017.8274,-3024.0,36.312435,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-069,782.72125,-3024.0,38.559353,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-070,1308.8016,-3024.0,12.22853,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-071,1232.4614,-3024.0,43.833073,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-072,3051.4604,-3024.0,10.419482,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-073,1378.6589,-3024.0,40.6348,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-074,1091.8213,-3024.0,64.31317,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-076,938.1647,-3024.0,23.830263,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-078,1280.4175,-3024.0,25.713041,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.270222,3.515625,3.515625,3.270222,3.515625,3.515625,3.270222
HGJ-081,1406.8207,-3024.0,34.673546,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-082,1062.0176,-3024.0,11.009766,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-083,468.89005,-3024.0,19.764185,0.0,128,128,91,128,128,91,128,128,91,4.6875,4.6875,3.2702222,4.6875,4.6875,3.2702222,4.6875,4.6875,3.2702222
HGJ-085,1058.7324,-3024.0,25.48769,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-086,1134.6754,-3024.0,26.298038,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-087,2721.0552,-3024.0,14.631166,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-090,1551.5137,-3024.0,17.290123,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HMR-001,737.37616,-3024.0,104.28438,0.0,128,128,267,128,128,267,128,128,267,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
HMR-004,1042.1461,-3024.0,27.170147,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HMR-005,992.0918,-3024.0,22.151548,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HMR-011,868.8821,-3024.0,8.234867,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HMR-013,1211.4008,-3024.0,52.101837,0.0,128,128,267,128,128,267,128,128,267,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
HMR-014,1014.7766,-3024.0,21.867584,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HMR-016,1241.3196,-3024.0,27.724195,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HMR-020,1070.2151,-3024.0,41.187355,0.0,128,128,83,128,128,83,128,128,83,3.515625,3.515625,3.2697563,3.515625,3.515625,3.2697563,3.515625,3.515625,3.2697563
HMR-021,744.0982,-3024.0,16.323881,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HMR-023,1337.3607,-3024.0,15.498675,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HMR-024,1383.4089,-3024.0,20.280956,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HMR-028,1096.0433,-3024.0,28.248045,0.0,128,128,267,128,128,267,128,128,267,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
HMR-029,1210.4283,-3024.0,13.759331,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HMR-034,1156.0769,-3024.0,17.34545,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
MDA-001,1174.3958,-1024.0,182.96808,0.0,128,128,311,128,128,311,128,128,311,3.90625,3.90625,3.2700644,3.90625,3.90625,3.2700644,3.90625,3.90625,3.2700644
MDA-004,509.30838,-2048.0,246.91965,0.0,128,128,223,128,128,223,128,128,223,5.46875,5.46875,3.26991,5.46875,5.46875,3.26991,5.46875,5.46875,3.26991
MDA-005,1023.4704,-2048.0,36.64894,0.0,128,128,267,128,128,267,128,128,267,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-006,741.89703,-2048.0,128.66655,0.0,128,128,223,128,128,223,128,128,223,5.46875,5.46875,3.26991,5.46875,5.46875,3.26991,5.46875,5.46875,3.26991
MDA-007,2844.356,-1024.0,80.193756,0.0,168,168,215,168,168,215,168,168,215,4.0638857,4.0638857,4.0,4.0638857,4.0638857,4.0,4.0638857,4.0638857,4.0
MDA-010,786.81085,-2048.0,14.813606,0.0,128,128,91,128,128,91,128,128,91,5.46875,5.46875,3.2702222,5.46875,5.46875,3.2702222,5.46875,5.46875,3.2702222
MDA-011,689.94403,-2048.0,11.072748,0.0,128,128,91,128,128,91,128,128,91,5.46875,5.46875,3.2702222,5.46875,5.46875,3.2702222,5.46875,5.46875,3.2702222
MDA-012,983.4039,-2048.0,14.807915,0.0,128,128,91,128,128,91,128,128,91,5.46875,5.46875,3.2702222,5.46875,5.46875,3.2702222,5.46875,5.46875,3.2702222
MDA-014,1255.2789,-2048.0,14.614269,0.0,128,128,91,128,128,91,128,128,91,5.46875,5.46875,3.2702222,5.46875,5.46875,3.2702222,5.46875,5.46875,3.2702222
MDA-015,1035.4819,-2048.0,34.081024,0.0,128,128,135,128,128,135,128,128,135,5.46875,5.46875,3.2702987,5.46875,5.46875,3.2702987,5.46875,5.46875,3.2702987
MDA-016,818.7421,-2048.0,16.086311,0.0,128,128,135,128,128,135,128,128,135,5.46875,5.46875,3.2702987,5.46875,5.46875,3.2702987,5.46875,5.46875,3.2702987
MDA-018,871.4789,-2048.0,21.948362,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-019,860.911,-2048.0,26.541676,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-020,737.0446,-2048.0,16.156162,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-021,1044.2917,-2048.0,14.785786,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-022,1422.4706,-2048.0,25.784744,0.0,128,128,87,128,128,87,128,128,87,5.46875,5.46875,3.2700002,5.46875,5.46875,3.2700002,5.46875,5.46875,3.2700002
MDA-023,954.9999,-2048.0,16.588255,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-024,769.59766,-2048.0,14.950196,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-026,680.5789,-2048.0,18.56345,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-027,1000.1117,-2048.0,17.455606,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-029,1262.0114,-2048.0,32.882816,0.0,128,128,302,128,128,302,128,128,302,4.6875,4.6875,3.2700665,4.6875,4.6875,3.2700665,4.6875,4.6875,3.2700665
MDA-031,1736.0,-1000.0,11.8593235,0.0,128,128,91,128,128,91,128,128,91,2.734,2.734,2.9996066,2.734,2.734,2.9996066,2.734,2.734,2.9996066
MDA-032,988.63654,-2048.0,35.65088,0.0,128,128,267,128,128,267,128,128,267,3.90625,3.90625,3.27,3.90625,3.90625,3.27,3.90625,3.90625,3.27
MDA-033,1923.77,-2048.0,23.732658,0.0,128,128,135,128,128,135,128,128,135,3.90625,3.90625,3.2702987,3.90625,3.90625,3.2702987,3.90625,3.90625,3.2702987
MDA-034,1515.7859,-2048.0,55.172935,0.0,128,128,311,128,128,311,128,128,311,4.6875,4.6875,3.2700646,4.6875,4.6875,3.2700646,4.6875,4.6875,3.2700646
MDA-035,1326.593,-2048.0,14.329566,0.0,128,128,311,128,128,311,128,128,311,5.078125,5.078125,3.2700646,5.078125,5.078125,3.2700646,5.078125,5.078125,3.2700646
MDA-036,987.42474,-2048.0,58.53692,0.0,128,128,267,128,128,267,128,128,267,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-037,1503.8964,-2048.0,13.945597,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-038,1106.3221,-2048.0,14.089031,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-039,937.11224,-2048.0,12.56352,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-040,880.9863,-2048.0,19.557837,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-041,854.0518,-2048.0,14.066243,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-042,739.99365,-2048.0,15.811212,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-043,864.2817,-2048.0,11.87991,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-044,733.93176,-2048.0,20.361319,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-046,790.23254,-2048.0,14.365916,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-047,1008.85284,-2048.0,15.178997,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-048,1335.871,-2048.0,34.80241,0.0,128,128,311,128,128,311,128,128,311,5.46875,5.46875,3.2700646,5.46875,5.46875,3.2700646,5.46875,5.46875,3.2700646
MDA-049,646.04504,-2048.0,13.491964,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-050,602.5409,-2048.0,13.495051,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-052,3070.9924,-2048.0,2016.2496,0.0,192,192,335,192,192,335,192,192,335,3.6458333,3.6458333,3.2700002,3.6458333,3.6458333,3.2700002,3.6458333,3.6458333,3.2700002
MDA-053,1021.47205,-2048.0,16.324398,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-054,1770.7598,-2048.0,17.59258,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-055,1066.1157,-2048.0,76.22066,0.0,128,128,311,128,128,311,128,128,311,4.6875,4.6875,3.2700646,4.6875,4.6875,3.2700646,4.6875,4.6875,3.2700646
MDA-056,1410.1013,-2048.0,79.43903,0.0,128,128,327,128,128,327,128,128,327,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-057,785.1965,-2048.0,93.41279,0.0,128,128,311,128,128,311,128,128,311,5.46875,5.46875,3.2700646,5.46875,5.46875,3.2700646,5.46875,5.46875,3.2700646
MDA-058,1123.7458,-2048.0,19.371376,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-059,947.05804,-2048.0,27.036373,0.0,128,128,311,128,128,311,128,128,311,5.46875,5.46875,3.2700644,5.46875,5.46875,3.2700644,5.46875,5.46875,3.2700644
MDA-060,814.41956,-2048.0,19.045807,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-061,797.13104,-2048.0,12.951147,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-063,1325.6167,-2048.0,64.96821,0.0,192,192,299,192,192,299,192,192,299,3.6458333,3.6458333,3.27,3.6458333,3.6458333,3.27,3.6458333,3.6458333,3.27
MDA-064,1176.0015,-2048.0,20.954052,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
